rule_id,display_name,severity,fidelity_tier,data_source,useful_30d,noise_30d,useful_pct,notes
GSuite.LeakedPassword,GSuite User Password Leaked,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Rule,GSuite Passthrough Rule Triggered,Info,Investigative,volume_based,,,,Avg 84 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GSuite.SuspiciousLogins,Suspicious GSuite Login,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.TwoStepVerification,GSuite User Two Step Verification Change,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.UserSuspended,GSuite User Suspended,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Workspace.CalendarExternalSharingSetting,GSuite Workspace Calendar External Sharing Setting Change,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Workspace.DataExportCreated,GSuite Workspace Data Export Has Been Created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Workspace.GmailDefaultRoutingRuleModified,GSuite Workspace Gmail Default Routing Rule Modified,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Workspace.GmailPredeliveryScanningDisabled,GSuite Workspace Gmail Pre-Delivery Message Scanning Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Workspace.GmailSecuritySandboxDisabled,GSuite Workspace Gmail Security Sandbox Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Workspace.PasswordEnforceStrongDisabled,GSuite Workspace Strong Password Enforcement Has Been Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Workspace.PasswordReuseEnabled,GSuite Workspace Password Reuse Has Been Enabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GSuite.Workspace.TrustedDomainsAllowlist,GSuite Workspace Trusted Domain Allowlist Modified,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Advanced.Security.Change,"GitHub Security Change, includes GitHub Advanced Security",Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Branch.PolicyOverride,GitHub Branch Protection Policy Override,High,Investigative,dd_sampled,0,248,0.0%,Sampled DD data — may be incomplete (query truncation)
GitHub.CrossFork.Workflow.Run,GitHub Cross-Fork Workflow Run,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Org.AuthChange,GitHub Org Authentication Method Changed,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Org.IpAllowlist,GitHub Org IP Allow List modified,Medium,Investigative,volume_based,,,,Avg 4 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GitHub.Org.Moderators.Add,GitHub User Added to Org Moderators,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Org.Modified,GitHub User Added or Removed from Org,Info,Investigative,volume_based,,,,Avg 65 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GitHub.Repo.InitialAccess,GitHub User Initial Access to Private Repo,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Repo.RulesetModified,GitHub Repository Ruleset Modified,Info,Investigative,dd_sampled,15,29,34.1%,Sampled DD data — may be incomplete (query truncation)
GitHub.Secret.Scanning.Alert.Created,GitHub Secret Scanning Alert Created,Medium,Investigative,volume_based,,,,Avg 103 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GitHub.SupplyChain.SuspiciousUserAgents,GitHub Supply Chain - Software Installation Tool User Agents,Medium,Investigative,volume_based,,,,Avg 16 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GitHub.Team.Modified,GitHub Team Modified,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.User.AccessKeyCreated,GitHub User Access Key Created,Info,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
GitHub.Webhook.MaliciousCommentContent,GitHub Malicious Comment/Review Content,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Webhook.MaliciousCommitContent,GitHub Malicious Commit Content,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Webhook.MaliciousIssuePagesContent,GitHub Malicious Issue/Pages Content,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Webhook.MaliciousPRTitles,GitHub Malicious Pull Request Content,High,Investigative,dd_sampled,0,86,0.0%,Sampled DD data — may be incomplete (query truncation)
GitHub.Webhook.Modified,GitHub Web Hook Modified,Info,Investigative,dd_sampled,0,11,0.0%,Sampled DD data — may be incomplete (query truncation)
GitHub.Webhook.PullRequestTargetUsage,GitHub pull_request_target Workflow Usage,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Webhook.SelfHostedRunnerUsed,GitHub Workflow Using Self-Hosted Runner,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Webhook.Sha1HuludRepoCreated,GitHub Sha1-Hulud Malicious Repository Created,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Webhook.WorkflowArtifactDownload,GitHub Workflow Downloading Artifacts,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Webhook.WorkflowContainsCheckout,GitHub Workflow Contains Checkout Action,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Webhook.WorkflowSkipCommits,GitHub Commits Skipping Workflows,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Workflow.DispatchByGitHubBot,GitHub Workflow Dispatched by GitHub Actions Bot,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitHub.Workflow.PermissionsModified,GitHub Workflow Permissions Modified,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitLab.Audit.Password.Reset.Multiple.Emails,CVE-2023-7028 - GitLab Audit Password Reset Multiple Emails,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
GitLab.Production.Password.Reset.Multiple.Emails,CVE-2023-7028 - GitLab Production Password Reset Multiple Emails,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Github.Organization.App.Integration.Installed,Github Organization App Integration Installed,Low,Investigative,volume_based,,,,Avg 15 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Github.Public.Repository.Created,Github Public Repository Created,Medium,Investigative,volume_based,,,,Avg 2 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Github.Repo.Archived,GitHub Repository Archived,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Github.Repo.Created,GitHub Repository Created,Info,Investigative,volume_based,,,,Avg 124 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Github.Repo.VisibilityChange,GitHub Repository Visibility Change,High,Investigative,dd_sampled,7,64,9.9%,Sampled DD data — may be incomplete (query truncation)
Google.Workspace.Admin.Custom.Role,Google Workspace Admin Custom Role,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Google.Workspace.Advanced.Protection.Program,Google Workspace Advanced Protection Program,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Google.Workspace.Apps.Marketplace.Allowlist,Google Workspace Apps Marketplace Allowlist,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Google.Workspace.Apps.Marketplace.New.Domain.Application,Google Workspace Apps Marketplace New Domain Application,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Google.Workspace.Apps.New.Mobile.App.Installed,Google Workspace Apps New Mobile App Installed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Google.Workspace.ManyDocsDownloaded,Google Workspace Many Docs Downloaded,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Google.Workspace.OAuth.Privileged.Scopes,Google Workspace OAuth Application Authorized with Privileged Scopes,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Intune.DeviceNotCompliant,Intune Device Not Compliant,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Intune.NewDeviceManagementScript,Intune New Device Management Script,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.API.AnonymousAccess,Kubernetes Anonymous API Access Detected,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.API.IOC.Activity,Kubernetes API Activity from Tor Exit Node,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.API.Multiple403.PublicIP,Kubernetes API Multiple 403 Responses from Single Public IP,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.AdmissionController.Created,Kubernetes Admission Controller Webhook Created,Medium,Investigative,dd_sampled,0,9,0.0%,Sampled DD data — may be incomplete (query truncation)
Kubernetes.ClientCertificate.Created,Kubernetes Client Certificate Credential Created,Info,Investigative,volume_based,,,,Avg 180 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Kubernetes.ClusterRoleBinding.Privileged,Kubernetes ClusterRoleBinding to Privileged Role,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.CronJob.CreatedOrModified,Kubernetes CronJob Created or Modified,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.DaemonSet.Created,Kubernetes DaemonSet Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Ingress.NoTLS,Kubernetes Ingress Created Without TLS,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Kubectl.CP.Operation,Kubernetes Data Copy via kubectl cp,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Pod.Dangerous.Capabilities,Kubernetes Pod with Dangerous Linux Capabilities,High,Investigative,dd_sampled,0,7,0.0%,Sampled DD data — may be incomplete (query truncation)
Kubernetes.Pod.Host.IPC,Kubernetes Pod Using Host IPC Namespace,Medium,Investigative,volume_based,,,,Avg 178 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Kubernetes.Pod.Host.Network,Kubernetes Pod Attached To Host Network,Medium,Investigative,volume_based,,,,Avg 177 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Kubernetes.Pod.Host.PID,Kubernetes Pod Using Host PID Namespace,Medium,Investigative,volume_based,,,,Avg 178 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Kubernetes.Pod.HostPath.Volume,Kubernetes Pod With HostPath Volume Mount,Medium,Investigative,volume_based,,,,Avg 169 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Kubernetes.Pod.Privileged.Created,Kubernetes Privileged Pod Created,High,Investigative,volume_based,,,,Avg 161 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Kubernetes.Pod.StealServiceAccountToken,Kubernetes Service Account Token Theft from Pod,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Pod.SystemNamespace,Kubernetes Pod Created in System Namespace,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Role.NodeProxyPermissions,Kubernetes Role With Node Proxy Permissions Created,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Role.PodExec,Kubernetes Role With Pod Exec Permissions Created,High,Investigative,volume_based,,,,Avg 6 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Kubernetes.Role.Wildcard,Kubernetes Role With Wildcard Permissions Created,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Role.WritePermissions,Kubernetes Role With Write Permissions Created,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Secret.AccessDenied,Kubernetes Secret Access Denied,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Secrets.DumpAllNamespaces,Kubernetes All Secrets Dumped Across Namespaces,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.Service.NodePort.Deployed,Kubernetes NodePort Service Deployed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.ServiceAccount.TokenCreated,Kubernetes Long-Lived Service Account Token Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.System.Principal.PublicIP,Kubernetes System Principal Accessed from Non-Cloud Public IP,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Kubernetes.SystemRole.Modified,Kubernetes System Role Modified or Deleted,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Microsoft365.Brute.Force.Login.by.User,Microsoft365 Brute Force Login by User,Medium,Investigative,dd_sampled,0,63,0.0%,Sampled DD data — may be incomplete (query truncation)
Microsoft365.Exchange.External.Forwarding,Microsoft Exchange External Forwarding,High,Investigative,dd_sampled,1,433,0.2%,Sampled DD data — may be incomplete (query truncation)
Microsoft365.External.Document.Sharing,Microsoft365 External Document Sharing,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Microsoft365.MFA.Disabled,Microsoft365 MFA Disabled,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.2FA.Disabled,MongoDB 2FA Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.Access.Allowed.From.Anywhere,MongoDB access allowed from anywhere,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.Alerting.Disabled.Or.Deleted,MongoDB security alerts disabled or deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.Atlas.ApiKeyCreated,MongoDB Atlas API Key Created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.External.UserInvited,MongoDB External User Invited,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.External.UserInvited.NoConfig,MongoDB External User Invited (no config),High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.Identity.Provider.Activity,MongoDB Identity Provider Activity,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.Logging.Toggled,MongoDB logging toggled,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.User.Created.Or.Deleted,MongoDB user was created or deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.User.Roles.Changed,MongoDB user roles changed,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
MongoDB.org.Membership.Restriction.Disabled,MongoDB org membership restriction disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Netskope.AdminLoggedOutLoginFailures,Admin logged out because of successive login failures,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Netskope.AdminUserChange,"An administrator account was created, deleted, or modified.",High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Netskope.ManyDeletes,Netskope Many Objects Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Netskope.NetskopePersonnelActivity,Action Performed by Netskope Personnel,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Netskope.UnauthorizedAPICalls,Netskope Many Unauthorized API Calls,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Notion.AccountChange,Signal - Notion Account Changed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Notion.Audit.Log.Exported,Notion Audit Log Exported,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Notion.Login,Signal - Notion Login,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Notion.LoginFromNewLocation,Notion Login from New Location,Medium,Investigative,dd_sampled,0,18,0.0%,Sampled DD data — may be incomplete (query truncation)
Notion.Many.Pages.Exported,Notion Many Pages Exported,High,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Notion.PagePerms.APIPermsChanged,Notion Page API Permissions Changed,Low,Investigative,volume_based,,,,Avg 47 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Notion.PagePerms.GuestPermsChanged,Notion Page Guest Permissions Changed,Low,Investigative,volume_based,,,,Avg 2 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Notion.PageSharedToWeb,Notion Page Published to Web,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Notion.SAML.SSO.Configuration.Changed,Notion SAML SSO Configuration Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Notion.SharingSettingsUpdated,Notion Sharing Settings Updated,Medium,Investigative,volume_based,,,,Avg 3 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Notion.TeamspaceOwnerAdded,Notion Teamspace Owner Added,Medium,Investigative,volume_based,,,,Avg 4 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Notion.Workspace.Exported,Notion Workspace Exported,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Notion.Workspace.Public.Page.Added,Notion Workspace public page added,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Notion.Workspace.SCIM.Token.Generated,Notion SCIM Token Generated,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.ADAgent.AuthenticationAnomaly.ZScore,Okta AD Agent Authentication Anomaly - Z-Score Detection,"Medium  # Default, dynamic severity in rule function",,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.ADAgent.TokenAbuse.Behavioral,Okta AD Agent Token Abuse - Behavioral,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.APIKeyCreated,Okta API Key Created,Info,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Okta.APIKeyRevoked,Okta API Key Revoked,Info,Investigative,volume_based,,,,Avg 2 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Okta.AdminRoleAssigned,Okta Admin Role Assigned,Info,Investigative,volume_based,,,,Avg 9 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Okta.Anonymizing.VPN.Login,Okta Sign-In from VPN Anonymizer,Medium,Investigative,dd_sampled,61,80,43.3%,Sampled DD data — may be incomplete (query truncation)
Okta.App.Unauthorized.Access.Attempt,Okta App Unauthorized Access Attempt,Low,Investigative,volume_based,,,,Avg 101 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Okta.Global.MFA.Disabled,Okta MFA Globally Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.Group.Admin.Role.Assigned,Okta Group Admin Role Assigned,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.Identity.Provider.Created.Modified,Okta Identity Provider Created or Modified,High,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Okta.New.Behavior.Accessing.Admin.Console,Okta New Behaviors Acessing Admin Console,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.Org2org.Creation.Modification,Okta Org2Org application created of modified,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.Password.Extraction.via.SCIM,Okta Cleartext Passwords Extracted via SCIM Application,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.PasswordAccess,Okta Password Accessed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.Phishing.Attempt.Blocked.FastPass,Okta AiTM Phishing Attempt Blocked by FastPass,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.PotentiallyStolenSession,Okta Potentially Stolen Session,High,Investigative,dd_sampled,1,7,12.5%,Sampled DD data — may be incomplete (query truncation)
Okta.Rate.Limits,Okta Rate Limits,Low,Investigative,dd_verified,4.0,66.0,5.7%,
Okta.SSO.to.AWS,SIGNAL - Okta SSO to AWS,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.SWA.BulkAccess.Behavioral,"Okta SWA Bulk Access, New Source, and Credential Extraction - Behavioral","High  # Default, dynamic severity in rule function",,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.SWA.OffHoursAccess.Behavioral,Okta SWA Off-Hours Credential Access - Behavioral,"High  # Default, dynamic severity in rule function",,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.SkeletonKeyBypass.Behavioral,Okta Authentication Bypass via Skeleton Key Injection - Behavioral,"High  # Default, dynamic severity in rule function",,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.Support.Access,Okta Support Access Granted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.Support.Reset,Okta Support Reset Credential,High,Investigative,dd_sampled,0,1265,0.0%,Sampled DD data — may be incomplete (query truncation)
Okta.ThreatInsight.Security.Threat.Detected,Okta ThreatInsight Security Threat Detected,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.User.Account.Locked,Okta User Account Locked,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.User.MFA.Factor.Suspend,Okta User MFA Factor Suspend,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.User.MFA.Reset.All,Okta User MFA Reset All,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Okta.User.MFA.Reset.Single,Okta User MFA Own Reset,Info,Investigative,volume_based,,,,Avg 45 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Okta.User.Reported.Suspicious.Activity,Okta User Reported Suspicious Activity,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.ActiveLoginActivity,OneLogin Active Login Activity,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.AuthFactorRemoved,OneLogin Authentication Factor Removed,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.HighRiskFailedLogin,OneLogin Failed High Risk Login,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.Login,Signal - OneLogin Login,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.PasswordAccess,OneLogin Password Access,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.PasswordChanged,OneLogin User Password Changed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.ThresholdAccountsDeleted,OneLogin Multiple Accounts Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.ThresholdAccountsModified,OneLogin Multiple Accounts Modified,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.UnauthorizedAccess,OneLogin Unauthorized Access,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.UserAccountLocked,OneLogin User Locked,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OneLogin.UserAssumption,OneLogin User Assumed Another User,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OnePassword.Unusual.Client,Unusual 1Password Client Detected,Medium,Investigative,volume_based,,,,Avg 3 alerts/30d across customers; no AI triage data. Investigative by volume presence.
OpenAI.API.Key.Anomalous.Activity,OpenAI Anomalous API Key Activity,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OpenAI.Admin.Role.Assignment,OpenAI Admin Role Assignment,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OpenAI.CredentialStuffing,OpenAI Credential Stuffing,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OpenAI.IP.Allowlist.Changes,OpenAI IP Allowlist Configuration Changes,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OpenAI.Login.Failed,OpenAI Failed Login (Base Rule),Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OpenAI.Login.Success,OpenAI Successful Login (Base Rule),Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
OpenAI.SCIM.Configuration.Change,OpenAI SCIM Configuration Change,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Orca.Passthrough,Orca Passthrough,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.Linux.AWSCommandExecuted,AWS command executed on the command line,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.Linux.Mac.VulnerableXZliblzma,A backdoored version of XZ or liblzma is vulnerable to CVE-2024-3094,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.Mac.ApplicationFirewallSettings,MacOS ALF is misconfigured,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.Mac.AutoUpdateEnabled,OSQuery Reports Application Firewall Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.Mac.OSXAttacks,macOS Malware Detected with osquery,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.Mac.OSXAttacksKeyboardEvents,MacOS Keyboard Events,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.Mac.UnwantedChromeExtensions,OSQuery Detected Unwanted Chrome Extensions,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.OSSECRootkitDetected,OSSEC Rootkit Detected via Osquery,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.OutdatedAgent,Osquery Agent Outdated,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.SSHListener,OSQuery Detected SSH Listener,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.SuspiciousCron,Suspicious cron detected,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Osquery.UnsupportedMacOS,Unsupported macOS version,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Panther.Detection.Deleted,Detection content has been deleted from Panther,Info,Investigative,volume_based,,,,Avg 2 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Panther.SAML.Modified,Panther SAML configuration has been modified,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Panther.Sensitive.Role,A User Role with Sensitive Permissions has been Created,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Proofpoint.HighImpostorScore,Proofpoint High Impostor Score Detected,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Proofpoint.MalwareDetected,Proofpoint Malware Detected,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Proofpoint.MultipleThreats,Proofpoint Multiple Threats Detected,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Proofpoint.PhishingDetected,Proofpoint Phishing Email Detected,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Proofpoint.ThreatCampaign,Proofpoint Active Threat Campaign Detected,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Proofpoint.VirusDetected,Proofpoint Virus Detected,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Push.Security.App.Banner.Acknowledged,Push Security App Banner Acknowledged,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Push.Security.MFA.Method.Changed,Push Security SaaS App MFA Method Changed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
